delocated_monad,10km_location,location_qualifier,easting_sw_delocated,northing_sw_delocated,easting_centroid_delocated,northing_centroid_delocated,plot_number,fizz_test,fizz_test_qualifier,soil_moisture_content,soil_moisture_content_qualifier,ACYC_CO2,ACYC_CO2_qualifier,AKGA_CO2,AKGA_CO2_qualifier,ARA_CO2,ARA_CO2_qualifier,ARG_CO2,ARG_CO2_qualifier,CIT_CO2,CIT_CO2_qualifier,CYS_CO2,CYS_CO2_qualifier,FRU_CO2,FRU_CO2_qualifier,GABA_CO2,GABA_CO2_qualifier,GLU_CO2,GLU_CO2_qualifier,LYS_CO2,LYS_CO2_qualifier,MAL_CO2,MAL_CO2_qualifier,NAGA_CO2,NAGA_CO2_qualifier,OXA_CO2,OXA_CO2_qualifier,PRO_CO2,PRO_CO2_qualifier,TRE_CO2,TRE_CO2_qualifier,WAT_CO2,WAT_CO2_qualifier
TL47-X-92,TL47,Sample location delocated to a 10km square (see metadata),540000,270000,545000,275000,2,4,,28.01,,1.01,,3.32,,2.13,,0.76,,4.52,,1.32,,2.95,,1,,3.57,,1,,4.69,,1.67,,1.58,,1.55,,2.37,,0.66,
TL47-X-92,TL47,Sample location delocated to a 10km square (see metadata),540000,270000,545000,275000,3,2,,35.56,,1.05,,4.85,,1.86,,0.73,,3.15,,2.43,,4.01,,1.14,,4.3,,0.95,,4.59,,1.67,,1.28,,1.8,,2.1,,0.66,
TL47-X-92,TL47,Sample location delocated to a 10km square (see metadata),540000,270000,545000,275000,5,1,,37.75,,2.07,,3.18,,3.24,,1.2,,2.38,,3.76,,4.92,,2.03,,4.43,,1.4,,4.31,,3.23,,1.46,,2.52,,4.72,,0.86,
TL54-X-92,TL54,Sample location delocated to a 10km square (see metadata),550000,240000,555000,245000,3,4,,14.44,,0.49,,2.38,,1.37,,0.37,,1.64,,0.46,,1.89,,0.62,,2.41,,0.55,,2.75,,0.94,,0.43,,0.5,,1.11,,0.3,
TL68-X-72,TL68,Sample location delocated to a 10km square (see metadata),560000,280000,565000,285000,1,0,,25.16,,0.86,,4.86,,1.64,,0.5,,3.75,,2.73,,3.14,,1.29,,3.99,,0.85,,5.28,,2.06,,1.25,,1.73,,2.14,,0.44,
TL68-X-72,TL68,Sample location delocated to a 10km square (see metadata),560000,280000,565000,285000,2,1,,36.3,,1.13,,8.87,,1.96,,0.59,,6.07,,6.44,,3.78,,1.47,,4.16,,1.27,,6.88,,2.58,,6.21,,2.15,,2.72,,0.59,
TL68-X-72,TL68,Sample location delocated to a 10km square (see metadata),560000,280000,565000,285000,3,0,,35.6,,1.51,,3.79,,2.69,,1.41,,2.18,,3.44,,5.25,,1.74,,4.84,,1.06,,3.8,,3.14,,1.32,,1.93,,4.57,,0.62,
TL68-X-72,TL68,Sample location delocated to a 10km square (see metadata),560000,280000,565000,285000,4,0,,38.26,,1.02,,2.64,,1.93,,1.58,,1.77,,3.35,,2.99,,1.49,,3.14,,0.98,,2.58,,2.3,,1.23,,1.34,,2.85,,0.61,
TL69-X-41,TL69,Sample location delocated to a 10km square (see metadata),560000,290000,565000,295000,1,4,,23.23,,0.59,,5.38,,1.71,,0.54,,5.05,,1.64,,2.47,,0.9,,3.04,,0.85,,4.97,,1.47,,1.95,,1.05,,1.52,,0.38,
TL69-X-41,TL69,Sample location delocated to a 10km square (see metadata),560000,290000,565000,295000,2,0,,40.14,,1.02,,8.97,,1.95,,0.53,,5.82,,5.22,,3.42,,1.39,,3.44,,1.43,,7.27,,1.96,,4.63,,2.88,,2.71,,0.61,
TL70-X-76,TL70,Sample location delocated to a 10km square (see metadata),570000,200000,575000,205000,3,1,,21.21,,1.11,,5.96,,2.08,,0.5,,4.14,,1.92,,2.98,,1.16,,3.25,,0.79,,4.47,,1.8,,2.11,,1.71,,2.58,,0.45,
TL70-X-76,TL70,Sample location delocated to a 10km square (see metadata),570000,200000,575000,205000,5,0,,23.55,,1.78,,6.42,,3.39,,1.18,,4.49,,1.81,,4.27,,1.94,,4.74,,0.98,,4.79,,3.36,,1.47,,2.36,,3.55,,0.66,
TL71-X-34,TL71,Sample location delocated to a 10km square (see metadata),570000,210000,575000,215000,1,1,,13.99,,1.04,,6.87,,2.42,,0.81,,4.25,,1.42,,3.5,,1.73,,4.15,,0.87,,4.23,,2.42,,1.47,,1.63,,3.08,,0.41,
TL71-X-34,TL71,Sample location delocated to a 10km square (see metadata),570000,210000,575000,215000,2,1,,14.76,,0.72,,7.49,,2.01,,0.39,,5.42,,2.29,,3.19,,0.91,,3.64,,0.64,,5.12,,1.51,,2.35,,1.33,,2.19,,0.39,
TL71-X-34,TL71,Sample location delocated to a 10km square (see metadata),570000,210000,575000,215000,3,1,,16.63,,0.51,,7.96,,1.51,,0.25,,4.39,,1.64,,2.66,,0.57,,2.77,,0.61,,3.55,,1.06,,1.73,,1.58,,1.19,,0.31,
TL71-X-34,TL71,Sample location delocated to a 10km square (see metadata),570000,210000,575000,215000,4,1,,15.49,,0.61,,6.18,,1.98,,0.39,,4.4,,1.22,,2.5,,0.52,,2.13,,0.51,,2.52,,0.98,,1,,1.45,,1.53,,0.29,
TL72-X-29,TL72,Sample location delocated to a 10km square (see metadata),570000,220000,575000,225000,2,1,,14.84,,0.44,,5.7,,0.86,,0.21,,4.07,,2.12,,1.22,,0.46,,1.36,,0.55,,4.08,,0.64,,2.1,,0.87,,0.78,,0.27,
TL72-X-29,TL72,Sample location delocated to a 10km square (see metadata),570000,220000,575000,225000,4,2,,12.93,,0.49,,4.25,,1,,0.45,,2.96,,0.83,,1.47,,0.64,,1.7,,0.47,,3.19,,0.86,,1.06,,0.67,,0.93,,0.32,
TL72-X-94,TL72,Sample location delocated to a 10km square (see metadata),570000,220000,575000,225000,1,1,,14.43,,0.68,,7.47,,1.68,,0.43,,4.02,,1.16,,2.63,,0.63,,2.79,,0.57,,2.95,,1.14,,1.13,,1.28,,1.87,,0.36,
TL72-X-94,TL72,Sample location delocated to a 10km square (see metadata),570000,220000,575000,225000,2,1,,14.42,,0.54,,8.4,,1.72,,0.32,,6.31,,1.45,,2.17,,0.69,,2.51,,0.58,,4.65,,1.08,,1.95,,0.78,,1.41,,0.32,
TL72-X-94,TL72,Sample location delocated to a 10km square (see metadata),570000,220000,575000,225000,3,1,,15.93,,1.41,,8.73,,2.57,,1.03,,7.3,,1.09,,3.21,,1.04,,3.26,,0.57,,3.77,,1.64,,1.72,,1.25,,2.3,,0.37,
TL72-X-94,TL72,Sample location delocated to a 10km square (see metadata),570000,220000,575000,225000,4,1,,13.87,,0.98,,5.37,,2.1,,0.8,,2.89,,1.3,,2.74,,0.89,,2.98,,0.59,,2.43,,1.42,,0.85,,1.72,,2.15,,0.42,
TL79-X-71,TL79,Sample location delocated to a 10km square (see metadata),570000,290000,575000,295000,2,3,,18.4,,0.75,,3.02,,1.59,,0.58,,3.15,,1.36,,2.17,,0.88,,2.44,,1.05,,3.76,,1.23,,1.17,,1.55,,1.43,,0.44,
TL79-X-71,TL79,Sample location delocated to a 10km square (see metadata),570000,290000,575000,295000,3,4,,17.95,,0.48,,2.61,,1.66,,0.45,,2.44,,0.6,,2.94,,0.77,,3.34,,0.66,,3.15,,1.35,,0.5,,0.52,,2.03,,0.37,
TL90-X-27,TL90,Sample location delocated to a 10km square (see metadata),590000,200000,595000,205000,1,1,,18.76,,0.63,,4.44,,1.32,,0.24,,2.1,,1.79,,2.01,,0.63,,1.67,,0.63,,3.52,,1.14,,1.6,,1.73,,1.17,,0.31,
TL90-X-27,TL90,Sample location delocated to a 10km square (see metadata),590000,200000,595000,205000,2,1,,25.62,,0.78,,7.79,,1.51,,0.26,,6.62,,4.14,,2.7,,0.68,,2.53,,0.65,,5.97,,1.28,,3.95,,1.95,,2.07,,0.39,
TL90-X-27,TL90,Sample location delocated to a 10km square (see metadata),590000,200000,595000,205000,3,1,,23.3,,1.36,,5.46,,3.03,,0.85,,3.73,,2.03,,4.54,,0.9,,5.05,,0.82,,3.62,,2.63,,1.63,,2.47,,3.89,,0.47,
TL90-X-27,TL90,Sample location delocated to a 10km square (see metadata),590000,200000,595000,205000,4,1,,16.46,,0.96,,4.61,,1.74,,0.51,,2.33,,1.44,,2.49,,0.8,,2.43,,0.65,,2.2,,1.32,,0.96,,1.71,,2.43,,0.41,
TL97-X-69,TL97,Sample location delocated to a 10km square (see metadata),590000,270000,595000,275000,2,1,,11.71,,0.45,,5.69,,1.63,,0.25,,3.92,,1.79,,2.55,,0.61,,2.71,,0.52,,4.04,,1.05,,1.85,,0.97,,1.51,,0.26,
TL97-X-69,TL97,Sample location delocated to a 10km square (see metadata),590000,270000,595000,275000,3,1,,14.46,,0.43,,6.56,,1.09,,0.29,,5.07,,2.58,,1.87,,0.57,,1.55,,0.57,,5.12,,0.79,,2.36,,1.49,,1.04,,0.24,
TL97-X-69,TL97,Sample location delocated to a 10km square (see metadata),590000,270000,595000,275000,4,1,,12.07,,0.55,,6.93,,1.5,,0.36,,4.81,,1.53,,2.41,,0.75,,2.63,,0.59,,4.25,,1.3,,1.61,,0.86,,1.82,,0.29,
TM01-X-15,TM01,Sample location delocated to a 10km square (see metadata),600000,210000,605000,215000,1,0,,32.19,,1.44,,3.05,,3.07,,0.93,,2.59,,2.23,,3.76,,1.63,,4.1,,1.39,,3.62,,3.57,,2.18,,2.88,,2.99,,0.99,
TM17-X-85,TM17,Sample location delocated to a 10km square (see metadata),610000,270000,615000,275000,1,0,,11.92,,0.56,,5.53,,1.5,,0.38,,3.07,,1.16,,2.6,,0.72,,2.72,,0.54,,3.42,,1.43,,0.96,,1.46,,1.36,,0.26,
TM17-X-85,TM17,Sample location delocated to a 10km square (see metadata),610000,270000,615000,275000,3,0,,11.59,,0.37,,6.02,,0.87,,0.19,,2.93,,1.33,,1.25,,0.65,,1.64,,0.5,,2.6,,0.68,,1.28,,1.06,,0.82,,0.25,
TM17-X-85,TM17,Sample location delocated to a 10km square (see metadata),610000,270000,615000,275000,4,0,,12.46,,0.51,,3.22,,1.16,,0.33,,1.58,,0.97,,1.47,,0.65,,1.9,,0.46,,1.92,,1.14,,0.75,,1.38,,1.26,,0.22,
TM21-X-33,TM21,Sample location delocated to a 10km square (see metadata),620000,210000,625000,215000,2,0,,15.15,,1.66,,4.08,,2.16,,1.18,,2.48,,1.21,,2.86,,1.56,,2.93,,0.82,,2.21,,1.75,,1.19,,2,,2.92,,0.81,
TM21-X-33,TM21,Sample location delocated to a 10km square (see metadata),620000,210000,625000,215000,4,0,,34.97,,4.58,,5.07,,5.3,,3.01,,3.78,,3.41,,6.63,,3.11,,6.23,,2.2,,4.5,,3.63,,2.68,,4.43,,6.03,,1.67,
TM35-X-24,TM35,Sample location delocated to a 10km square (see metadata),630000,250000,635000,255000,4,0,,12.02,,0.47,,3.73,,0.99,,0.56,,1.95,,0.78,,1.18,,0.47,,1.25,,0.37,,1.42,,0.92,,0.73,,0.73,,0.95,,0.22,
TM37-X-59,TM37,Sample location delocated to a 10km square (see metadata),630000,270000,635000,275000,2,0,,17.82,,0.65,,4.3,,1.45,,0.4,,2.71,,1.3,,2.43,,0.66,,2.68,,0.54,,2.79,,1.16,,0.79,,1.93,,2.03,,0.27,
TQ21-X-12,TQ21,Sample location delocated to a 10km square (see metadata),520000,110000,525000,115000,1,1,,24.15,,1.02,,5.88,,2.66,,1.36,,3.25,,1.8,,3.52,,1.54,,3.68,,1.08,,4.01,,2.94,,1.85,,2.09,,2.86,,0.7,
TQ21-X-12,TQ21,Sample location delocated to a 10km square (see metadata),520000,110000,525000,115000,4,1,,23.23,,0.96,,8.16,,2.44,,1.13,,4.66,,1.54,,3.15,,1.34,,3.32,,0.78,,3.28,,1.92,,1.57,,1.6,,2.15,,0.52,
TQ21-X-14,TQ21,Sample location delocated to a 10km square (see metadata),520000,110000,525000,115000,1,0,,28.79,,1.63,,7.18,,3.55,,3.38,,4.85,,2.38,,5.55,,2.69,,6,,1.55,,6.01,,3.37,,2.76,,3.21,,4.95,,0.92,
TQ21-X-14,TQ21,Sample location delocated to a 10km square (see metadata),520000,110000,525000,115000,2,0,,22.99,,1.15,,8.53,,3.64,,2.23,,6.93,,1.71,,4.39,,1.72,,4.15,,1.16,,4.37,,2.32,,3.07,,2.08,,2.93,,0.65,
TQ21-X-14,TQ21,Sample location delocated to a 10km square (see metadata),520000,110000,525000,115000,3,0,,22.96,,1.63,,2.84,,2.21,,1.1,,2.04,,1.83,,2.6,,1.43,,3.35,,0.94,,2.29,,1.94,,1.09,,2.03,,2.46,,0.63,
TQ34-X-47,TQ34,Sample location delocated to a 10km square (see metadata),530000,140000,535000,145000,2,0,,21.85,,1.1,,5.1,,2.6,,1.27,,2.91,,1.28,,3.25,,1.4,,3.3,,0.89,,2.88,,2.54,,1.43,,1.58,,2.57,,0.59,
TQ35-X-64,TQ35,Sample location delocated to a 10km square (see metadata),530000,150000,535000,155000,1,0,,17.13,,0.83,,8.48,,1.68,,1.51,,6.5,,0.93,,2.2,,1.4,,2.58,,0.85,,3.32,,1.45,,2.34,,1.31,,1.91,,0.66,
TQ35-X-64,TQ35,Sample location delocated to a 10km square (see metadata),530000,150000,535000,155000,3,0,,16.23,,1.09,,7.29,,2.3,,1.55,,5.35,,1.06,,2.71,,1.25,,2.87,,0.87,,3.27,,1.66,,1.64,,1.55,,2.28,,0.67,
TQ35-X-64,TQ35,Sample location delocated to a 10km square (see metadata),530000,150000,535000,155000,4,0,,16.67,,0.82,,5.25,,1.89,,1.26,,3.98,,1.06,,2.11,,1.23,,2.3,,0.76,,2.43,,1.37,,1.38,,1.18,,1.95,,0.63,
TQ43-X-43,TQ43,Sample location delocated to a 10km square (see metadata),540000,130000,545000,135000,1,0,,21.33,,0.75,,6.17,,1.99,,0.77,,3.88,,1.28,,2.53,,0.97,,2.96,,0.7,,3.16,,1.86,,1.47,,1.58,,1.94,,0.32,
TQ43-X-43,TQ43,Sample location delocated to a 10km square (see metadata),540000,130000,545000,135000,2,0,,20.38,,0.85,,5.89,,3.02,,1.08,,3.92,,1.23,,3.12,,1.16,,3.13,,0.94,,3.13,,1.91,,1.81,,1.43,,2.14,,0.4,
TQ43-X-43,TQ43,Sample location delocated to a 10km square (see metadata),540000,130000,545000,135000,3,0,,20.02,,0.69,,6.21,,1.96,,0.59,,4.9,,1.33,,2.23,,0.83,,2.55,,0.65,,3.8,,1.38,,1.48,,1.74,,1.65,,0.29,
TQ43-X-43,TQ43,Sample location delocated to a 10km square (see metadata),540000,130000,545000,135000,4,0,,20.7,,0.48,,2.13,,1.16,,0.55,,1.22,,1.3,,1.72,,0.62,,1.68,,0.46,,1.67,,1.18,,0.58,,1.09,,1.24,,0.27,
TQ59-X-57,TQ59,Sample location delocated to a 10km square (see metadata),550000,190000,555000,195000,1,0,,23.71,,1.29,,2.91,,2.35,,0.61,,2.39,,1.62,,3.16,,1.22,,3.02,,0.77,,2.37,,1.76,,0.95,,3.01,,2.64,,0.39,
TQ59-X-57,TQ59,Sample location delocated to a 10km square (see metadata),550000,190000,555000,195000,2,0,,22.45,,1.16,,2.9,,2.39,,1.73,,1.83,,1.74,,3.16,,1.42,,3.48,,0.85,,2.6,,2.39,,0.96,,2.28,,2.68,,0.47,
TQ59-X-57,TQ59,Sample location delocated to a 10km square (see metadata),550000,190000,555000,195000,3,0,,21.17,,0.76,,3.24,,1.91,,0.74,,1.98,,1.15,,2.45,,0.9,,1.96,,0.59,,2.21,,1.47,,0.94,,1.63,,2,,0.38,
TQ59-X-57,TQ59,Sample location delocated to a 10km square (see metadata),550000,190000,555000,195000,4,0,,26.53,,1.87,,4.64,,3.15,,0.49,,4.16,,2.26,,3.9,,1.46,,4.27,,1.12,,4,,2.27,,1.74,,2.9,,3.3,,0.71,
TQ60-X-20,TQ60,Sample location delocated to a 10km square (see metadata),560000,100000,565000,105000,4,1,,33.37,,1.53,,3.27,,2.64,,1.6,,2.54,,2.11,,3.65,,1.76,,4.64,,1.26,,4.2,,3.15,,1.91,,2.25,,3.74,,0.89,
TQ86-X-90,TQ86,Sample location delocated to a 10km square (see metadata),580000,160000,585000,165000,1,3,,20.73,,1.16,,7.06,,2.91,,0.88,,4.64,,2.2,,4.01,,1.55,,4.44,,1.08,,5.45,,2.84,,1.89,,2.62,,2.66,,0.49,
TQ86-X-90,TQ86,Sample location delocated to a 10km square (see metadata),580000,160000,585000,165000,2,0,,18.41,,0.95,,4.14,,2.07,,1.33,,2.35,,1.3,,2.98,,1.29,,2.95,,0.68,,2.69,,2.33,,1.28,,1.77,,2.56,,0.46,
TQ86-X-90,TQ86,Sample location delocated to a 10km square (see metadata),580000,160000,585000,165000,3,2,,20.11,,0.94,,7.32,,1.96,,0.57,,3.73,,2.5,,3.31,,1.12,,3.47,,0.86,,3.83,,1.84,,1.86,,1.61,,2.17,,0.37,
TQ86-X-90,TQ86,Sample location delocated to a 10km square (see metadata),580000,160000,585000,165000,4,0,,19.5,,1.49,,5.95,,2.89,,1.74,,3.64,,1.47,,4.39,,1.74,,3.97,,0.86,,3.67,,2.59,,1.77,,2.48,,3.35,,0.48,
TQ93-X-13,TQ93,Sample location delocated to a 10km square (see metadata),590000,130000,595000,135000,1,1,,21.68,,1.21,,6.15,,2.89,,1.81,,4.77,,1.74,,3.85,,1.59,,4.06,,1.02,,3.67,,2.53,,2.1,,2.15,,3.16,,0.53,
TQ93-X-13,TQ93,Sample location delocated to a 10km square (see metadata),590000,130000,595000,135000,3,1,,18.44,,1.21,,5.4,,2.53,,1.68,,3.42,,1.52,,3.53,,1.61,,3.63,,0.92,,3.05,,2.37,,1.57,,1.76,,3.09,,0.59,
TQ93-X-13,TQ93,Sample location delocated to a 10km square (see metadata),590000,130000,595000,135000,2,0,,16.75,,0.69,,5.68,,1.59,,1.03,,3.93,,0.97,,2.19,,0.8,,2.5,,0.52,,2.22,,1.35,,1.09,,1.14,,1.89,,0.3,
TQ95-X-51,TQ95,Sample location delocated to a 10km square (see metadata),590000,150000,595000,155000,2,2,,20.18,,0.99,,8.06,,2.65,,0.89,,5.62,,2.53,,3.56,,1.2,,3.76,,1.04,,5.31,,1.9,,2.37,,1.29,,2.41,,0.46,
TQ95-X-51,TQ95,Sample location delocated to a 10km square (see metadata),590000,150000,595000,155000,4,1,,18.55,,0.63,,9.84,,1.77,,0.37,,6.35,,2.64,,2.45,,0.73,,2.83,,0.85,,5.2,,1.33,,2.95,,1.13,,1.4,,0.37,
TQ96-X-49,TQ96,Sample location delocated to a 10km square (see metadata),590000,160000,595000,165000,4,4,,15.09,,0.45,,1.41,,0.72,,0.35,,1.22,,0.53,,1,,0.52,,1.16,,0.54,,1.43,,0.75,,0.51,,0.55,,0.78,,0.36,
TR04-X-20,TR04,Sample location delocated to a 10km square (see metadata),600000,140000,605000,145000,1,4,,22.65,,0.69,,3.69,,2.58,,0.57,,2.9,,0.67,,3.42,,0.99,,4.24,,0.83,,4.67,,1.69,,0.62,,0.7,,2.83,,0.41,
TR04-X-20,TR04,Sample location delocated to a 10km square (see metadata),600000,140000,605000,145000,3,4,,21.95,,0.63,,3.22,,2.22,,0.6,,2.59,,0.65,,2.81,,0.96,,3.84,,0.77,,3.81,,1.46,,0.57,,0.57,,2.29,,0.42,
TR04-X-20,TR04,Sample location delocated to a 10km square (see metadata),600000,140000,605000,145000,4,4,,22.9,,0.61,,3.88,,2.19,,0.54,,2.26,,0.67,,2.89,,0.9,,3.68,,0.8,,3.57,,1.45,,0.55,,0.57,,2.27,,0.4,
TR04-X-20,TR04,Sample location delocated to a 10km square (see metadata),600000,140000,605000,145000,5,4,,26.2,,0.96,,4.63,,3.52,,0.84,,3.41,,0.89,,4.32,,1.39,,5.88,,1.28,,4.69,,2.43,,0.76,,0.93,,4.16,,0.61,
TR15-X-65,TR15,Sample location delocated to a 10km square (see metadata),610000,150000,615000,155000,4,4,,24.63,,0.8,,2.95,,3.11,,0.32,,3.35,,0.9,,4.2,,1.35,,4.85,,1.42,,4.96,,2.73,,0.75,,1.56,,3.59,,0.51,
TR25-X-88,TR25,Sample location delocated to a 10km square (see metadata),620000,150000,625000,155000,3,4,,25.74,,0.79,,3.92,,2.82,,0.73,,3.09,,0.81,,3.6,,1.21,,4.82,,0.99,,4.85,,1.94,,0.69,,0.82,,3.32,,0.48,
TR25-X-88,TR25,Sample location delocated to a 10km square (see metadata),620000,150000,625000,155000,4,4,,25.75,,1.02,,4.52,,3.77,,0.79,,4.13,,0.81,,4.43,,1.3,,6.06,,1.1,,5.5,,2.38,,0.98,,1.21,,3.22,,0.53,
TR25-X-88,TR25,Sample location delocated to a 10km square (see metadata),620000,150000,625000,155000,1,4,,28.24,,0.8,,3.8,,2.82,,0.7,,4.04,,0.8,,3.97,,1.36,,5.01,,1.07,,5.69,,2.25,,0.85,,0.8,,3.17,,0.49,
TR25-X-88,TR25,Sample location delocated to a 10km square (see metadata),620000,150000,625000,155000,5,4,,27.64,,0.8,,3.35,,2.72,,0.64,,2.97,,0.81,,3.51,,1.12,,4.23,,1.03,,4.4,,1.92,,0.76,,0.78,,3.05,,0.51,
TR36-X-15,TR36,Sample location delocated to a 10km square (see metadata),630000,160000,635000,165000,1,0,,26.61,,1.59,,8.46,,3.66,,0.95,,5.58,,2.04,,4.17,,2.07,,4.94,,1.18,,4.86,,3.05,,1.92,,2.68,,3.71,,0.55,
TR36-X-15,TR36,Sample location delocated to a 10km square (see metadata),630000,160000,635000,165000,3,3,,18.1,,0.63,,5.99,,1.68,,0.41,,4.14,,1.69,,2.25,,0.71,,2.45,,0.69,,4.39,,1.21,,2.37,,0.84,,1.49,,0.4,
TR36-X-15,TR36,Sample location delocated to a 10km square (see metadata),630000,160000,635000,165000,4,3,,17.02,,0.7,,5.4,,1.86,,0.51,,3.92,,0.97,,2.58,,1.07,,3.38,,0.7,,4.49,,1.49,,1.33,,0.71,,1.83,,0.36,
