delocated_monad,10km_location,location_qualifier,easting_sw_delocated,northing_sw_delocated,easting_centroid_delocated,northing_centroid_delocated,plot_number,fizz_test,fizz_test_qualifier,soil_moisture_content,soil_moisture_content_qualifier,ACYC_SIR,ACYC_SIR_qualifier,AKGA_SIR,AKGA_SIR_qualifier,ARA_SIR,ARA_SIR_qualifier,ARG_SIR,ARG_SIR_qualifier,CIT_SIR,CIT_SIR_qualifier,CYS_SIR,CYS_SIR_qualifier,FRU_SIR,FRU_SIR_qualifier,GABA_SIR,GABA_SIR_qualifier,GLU_SIR,GLU_SIR_qualifier,LYS_SIR,LYS_SIR_qualifier,MAL_SIR,MAL_SIR_qualifier,NAGA_SIR,NAGA_SIR_qualifier,OXA_SIR,OXA_SIR_qualifier,PRO_SIR,PRO_SIR_qualifier,TRE_SIR,TRE_SIR_qualifier
SD54-X-87,SD54,Sample location delocated to a 10km square (see metadata),350000,440000,355000,445000,1,0,,42.14,,1.03,,5.22,,5.1,,2.94,,2.78,,2.51,,8.39,,3.14,,9.31,,1.01,,7.45,,7.04,,2.48,,3.74,,4.75,
SD54-X-87,SD54,Sample location delocated to a 10km square (see metadata),350000,440000,355000,445000,2,0,,35.71,,0.69,,4.5,,3.18,,2.56,,2.94,,2.2,,5.11,,2.07,,5.68,,0.86,,6.03,,3.75,,2.31,,2.92,,3.62,
SD54-X-87,SD54,Sample location delocated to a 10km square (see metadata),350000,440000,355000,445000,3,0,,40.65,,1.2,,5.08,,4.59,,3.57,,3.43,,2.54,,7.71,,2.28,,7.42,,1.11,,7.01,,6.01,,2.84,,6.27,,5.03,
SD54-X-87,SD54,Sample location delocated to a 10km square (see metadata),350000,440000,355000,445000,4,0,,35.55,,1.21,,12.05,,2.66,,,NULL,7.28,,4.86,,5.38,,1.01,,5.98,,1.08,,11.3,,2.5,,5.03,,2.15,,3.36,
SD58-X-17,SD58,Sample location delocated to a 10km square (see metadata),350000,480000,355000,485000,1,0,,42.38,,0.95,,7.32,,5.27,,3.6,,3.78,,2.29,,10.2,,3.31,,9.81,,1.1,,7.31,,7.86,,2.5,,4.09,,5.75,
SD58-X-17,SD58,Sample location delocated to a 10km square (see metadata),350000,480000,355000,485000,2,0,,41.88,,0.37,,6.06,,2.36,,2.71,,2.68,,2.1,,4.47,,1.95,,4.92,,0.96,,4.62,,2.88,,2.1,,2.1,,3.15,
SD58-X-17,SD58,Sample location delocated to a 10km square (see metadata),350000,480000,355000,485000,3,0,,55.44,,1.49,,11.76,,6.59,,4.98,,5.68,,3.75,,10.68,,4.06,,11.81,,1.4,,11.86,,9.86,,4.64,,6.12,,7.28,
SD58-X-17,SD58,Sample location delocated to a 10km square (see metadata),350000,480000,355000,485000,4,0,,36.64,,0.23,,7.23,,1.42,,2,,3.43,,1.15,,3.76,,1.55,,4.77,,0.3,,4.45,,2.63,,1.6,,1.89,,2.77,
SD62-X-00,SD62,Sample location delocated to a 10km square (see metadata),360000,420000,365000,425000,1,0,,27.93,,0.34,,2.82,,1.83,,1.78,,1.64,,1.26,,3.67,,1.61,,3.71,,0.44,,2.96,,2.63,,1.08,,1.2,,2.38,
SD62-X-00,SD62,Sample location delocated to a 10km square (see metadata),360000,420000,365000,425000,2,0,,35.67,,0.35,,2.21,,1.97,,1.15,,1.36,,1.64,,2.73,,1.31,,3.27,,0.37,,3.97,,2.06,,1.59,,1.66,,2.52,
SD62-X-00,SD62,Sample location delocated to a 10km square (see metadata),360000,420000,365000,425000,5,0,,39.13,,0.78,,4.31,,4.15,,1.78,,2.5,,1.95,,3.99,,1.62,,4.73,,0.6,,7.39,,4.7,,2.54,,2.42,,2.83,
SD62-X-06,SD62,Sample location delocated to a 10km square (see metadata),360000,420000,365000,425000,1,0,,50.09,,0.11,,6.99,,4.28,,2.91,,2.68,,1.34,,7.27,,2.64,,8.02,,0.44,,5.32,,6.46,,1.42,,2.91,,4.62,
SD66-X-45,SD66,Sample location delocated to a 10km square (see metadata),360000,460000,365000,465000,1,0,,35.65,,0.85,,5.26,,3.43,,2.53,,2.95,,1.89,,4.97,,1.76,,4.91,,0.83,,5.36,,3.51,,2.66,,3.18,,4.13,
SD66-X-45,SD66,Sample location delocated to a 10km square (see metadata),360000,460000,365000,465000,2,0,,32.71,,0.61,,4.77,,2.67,,1.72,,2.92,,1.39,,3.65,,1.63,,4.76,,0.56,,4.97,,3.78,,2.26,,2.03,,3.61,
SD66-X-45,SD66,Sample location delocated to a 10km square (see metadata),360000,460000,365000,465000,3,0,,36.5,,0.78,,6.2,,4.68,,3.55,,4.14,,1.9,,6.06,,2.95,,6.86,,0.84,,6.04,,5.08,,3.13,,3.96,,4.82,
SD66-X-45,SD66,Sample location delocated to a 10km square (see metadata),360000,460000,365000,465000,4,0,,78.97,,2.97,,8.71,,12.14,,9.83,,10.03,,7.4,,18.53,,6.11,,17.46,,5.89,,25.21,,14.29,,12.22,,9.22,,16.2,
SD69-X-74,SD69,Sample location delocated to a 10km square (see metadata),360000,490000,365000,495000,1,0,,37.55,,0.76,,10.36,,4.2,,3.86,,5.58,,2.23,,6.76,,2.86,,8.03,,1.29,,8.19,,4.34,,3.81,,4.22,,5.05,
SD69-X-74,SD69,Sample location delocated to a 10km square (see metadata),360000,490000,365000,495000,2,0,,42.02,,0.59,,5.32,,3.64,,2.8,,2.83,,2.33,,5.98,,2.03,,6.68,,1.19,,7.13,,4.06,,3.79,,4.84,,5.67,
SD72-X-32,SD72,Sample location delocated to a 10km square (see metadata),370000,420000,375000,425000,4,0,,44.36,,0.43,,2.17,,1.65,,1.47,,1.13,,1.75,,2.18,,0.9,,2.82,,0.33,,2.16,,1.45,,1.72,,1.26,,2.23,
SD72-X-32,SD72,Sample location delocated to a 10km square (see metadata),370000,420000,375000,425000,6,0,,36.7,,0.38,,5.51,,2.6,,1.94,,2.69,,1.31,,4.13,,1.79,,4.95,,0.48,,4.24,,3.33,,1.33,,1.71,,3.05,
SD72-X-35,SD72,Sample location delocated to a 10km square (see metadata),370000,420000,375000,425000,3,0,,40.71,,0.48,,5.49,,3.42,,1.86,,3.03,,2.25,,5.32,,1.81,,6.23,,0.64,,7.04,,4.86,,2.74,,2.23,,4.6,
SD73-X-55,SD73,Sample location delocated to a 10km square (see metadata),370000,430000,375000,435000,4,0,,33.2,,0.39,,4.11,,2.77,,1.49,,2.27,,1.53,,3.55,,1.32,,3.93,,0.51,,4.34,,3.26,,2.42,,2.24,,3.14,
SD74-X-35,SD74,Sample location delocated to a 10km square (see metadata),370000,440000,375000,445000,2,0,,42.18,,1.05,,12.07,,5.92,,3.81,,7.71,,3.17,,9.18,,2.66,,8.29,,0.99,,7.12,,5.3,,3.39,,4.95,,6.38,
SD77-X-31,SD77,Sample location delocated to a 10km square (see metadata),370000,470000,375000,475000,1,0,,71.27,,1.14,,4.04,,4.12,,4.36,,2.8,,3.76,,4.63,,3.04,,4.92,,1.3,,7.16,,8.53,,4.89,,5.09,,7.73,
SD77-X-31,SD77,Sample location delocated to a 10km square (see metadata),370000,470000,375000,475000,3,0,,68.06,,0.58,,5.55,,4.01,,4.15,,3.02,,1.84,,5.05,,1.71,,7.62,,1.64,,6.1,,9.33,,4.58,,2.72,,4.82,
SD77-X-31,SD77,Sample location delocated to a 10km square (see metadata),370000,470000,375000,475000,4,0,,52.09,,0.62,,3.79,,3.2,,2.22,,2.71,,2.87,,4.86,,2.45,,5.45,,0.68,,6.41,,3.94,,2.92,,3.4,,3.82,
SD96-X-45,SD96,Sample location delocated to a 10km square (see metadata),390000,460000,395000,465000,1,1,,50.24,,2.56,,10.64,,6.8,,0.81,,5.46,,3.37,,9.69,,2.43,,9.22,,1.38,,12.54,,7.3,,3.64,,4.64,,6.92,
SD96-X-45,SD96,Sample location delocated to a 10km square (see metadata),390000,460000,395000,465000,3,0,,32.44,,0.65,,2.54,,1.45,,0.71,,1.86,,1.96,,2.45,,1.47,,3.21,,0.64,,3.41,,2.91,,1.07,,2.63,,1.93,
SD96-X-45,SD96,Sample location delocated to a 10km square (see metadata),390000,460000,395000,465000,4,0,,38.12,,1.05,,14.22,,7.08,,2.11,,8.97,,2.39,,8.86,,3.29,,8.2,,1.49,,10.67,,6.67,,5.38,,4.11,,7.01,
SE09-X-40,SE09,Sample location delocated to a 10km square (see metadata),400000,490000,405000,495000,1,0,,36.46,,0.96,,5.14,,3.79,,2.18,,3.2,,1.94,,5.66,,1.6,,5.22,,0.76,,4.6,,2.91,,1.51,,3.23,,4.27,
SE09-X-40,SE09,Sample location delocated to a 10km square (see metadata),400000,490000,405000,495000,3,1,,39.69,,0.99,,12.9,,3.71,,1.39,,9.14,,3.46,,5.4,,1.78,,6.55,,1.55,,9.98,,4.02,,3.77,,2.85,,3.6,
SE09-X-40,SE09,Sample location delocated to a 10km square (see metadata),400000,490000,405000,495000,4,0,,41.37,,1.46,,6.66,,4,,0.64,,4.46,,2.57,,5.75,,1.91,,6.21,,1.11,,6.65,,3.7,,1.84,,4.84,,5.12,
SE09-X-40,SE09,Sample location delocated to a 10km square (see metadata),400000,490000,405000,495000,5,0,,38.03,,0.6,,7.87,,3.3,,2.41,,5.37,,1.36,,3.64,,1.51,,4.7,,0.36,,4.38,,2.44,,3.05,,2.65,,3.77,
SE15-X-46,SE15,Sample location delocated to a 10km square (see metadata),410000,450000,415000,455000,2,0,,40.76,,0.95,,3.86,,3.32,,3.45,,2.26,,2.25,,5.98,,2.78,,6.12,,0.89,,4.89,,5.36,,1.71,,3.46,,4.89,
SE15-X-46,SE15,Sample location delocated to a 10km square (see metadata),410000,450000,415000,455000,3,0,,76.22,,0.35,,5.82,,2.83,,5.43,,1.87,,2.47,,3.55,,2.44,,2.8,,2.32,,5.95,,6.48,,2.25,,3.38,,6.08,
SE15-X-46,SE15,Sample location delocated to a 10km square (see metadata),410000,450000,415000,455000,4,0,,38.6,,0.88,,3.88,,2.32,,2.56,,1.89,,1.71,,3.68,,1.46,,4.03,,0.61,,3.58,,3.3,,1.03,,2.12,,3.39,
SE27-X-41,SE27,Sample location delocated to a 10km square (see metadata),420000,470000,425000,475000,5,0,,43.52,,1.03,,4.16,,3.71,,2.94,,2.08,,2.25,,5.18,,2.47,,4.96,,0.73,,4.04,,4.04,,2.06,,3.51,,3.75,
SE40-X-23,SE40,Sample location delocated to a 10km square (see metadata),440000,400000,445000,405000,1,0,,17.7,,0.26,,3.24,,0.74,,0.52,,0.98,,0.55,,1.41,,0.43,,1.65,,0.21,,1.14,,0.95,,0.53,,0.7,,1.16,
SE40-X-23,SE40,Sample location delocated to a 10km square (see metadata),440000,400000,445000,405000,2,0,,17.78,,0.34,,5.07,,1.19,,0.75,,1.99,,0.95,,1.83,,0.55,,1.86,,0.33,,1.84,,1.46,,1.19,,1.09,,1.46,
SE40-X-23,SE40,Sample location delocated to a 10km square (see metadata),440000,400000,445000,405000,5,0,,17.7,,0.3,,6.38,,1.17,,0.85,,3.26,,0.61,,1.72,,0.57,,1.83,,0.19,,2.24,,1.13,,1.51,,0.69,,1.64,
SE44-X-57,SE44,Sample location delocated to a 10km square (see metadata),440000,440000,445000,445000,1,0,,25.8,,1,,11.53,,3.83,,1.05,,8.71,,1.88,,3.95,,1.37,,4.9,,0.7,,6.5,,2.91,,2.21,,1.88,,3.07,
SE44-X-57,SE44,Sample location delocated to a 10km square (see metadata),440000,440000,445000,445000,4,0,,13.43,,0.27,,6.75,,1.52,,0.75,,3.92,,0.43,,1.43,,0.6,,2,,0.13,,2.86,,1.17,,1.32,,0.8,,0.97,
SE44-X-57,SE44,Sample location delocated to a 10km square (see metadata),440000,440000,445000,445000,5,1,,15.26,,0.13,,7.04,,1.18,,,NULL,6.09,,2.13,,1.86,,0.44,,2.14,,0.4,,5.69,,0.7,,3.13,,0.2,,0.91,
SE46-X-14,SE46,Sample location delocated to a 10km square (see metadata),440000,460000,445000,465000,2,1,,19.06,,0.27,,7.82,,1.32,,,NULL,4.99,,2.72,,2.22,,0.26,,2.4,,0.46,,5.68,,0.85,,3.59,,1.16,,0.84,
SE46-X-14,SE46,Sample location delocated to a 10km square (see metadata),440000,460000,445000,465000,3,0,,16.57,,0.18,,3.4,,0.46,,0.39,,1.21,,0.66,,0.92,,0.28,,0.91,,0.15,,1.21,,0.6,,0.53,,0.57,,0.62,
SE50-X-87,SE50,Sample location delocated to a 10km square (see metadata),450000,400000,455000,405000,2,0,,10.29,,0.13,,4.34,,0.19,,,NULL,3.4,,1.29,,0.35,,0.08,,0.13,,0.16,,3.48,,0.1,,1.94,,0.2,,0.07,
SE50-X-87,SE50,Sample location delocated to a 10km square (see metadata),450000,400000,455000,405000,4,2,,33.7,,1.16,,8.43,,2.29,,0.62,,5.95,,3.36,,3.58,,1.08,,3.49,,0.88,,7.41,,2.09,,4.58,,1.51,,2.74,
SE50-X-87,SE50,Sample location delocated to a 10km square (see metadata),450000,400000,455000,405000,5,1,,34.94,,1.08,,10.88,,2.42,,0.08,,6.21,,4.11,,3.36,,0.9,,3.76,,0.77,,8.69,,2.55,,6.83,,1.89,,3.47,
SE60-X-43,SE60,Sample location delocated to a 10km square (see metadata),460000,400000,465000,405000,1,0,,22.03,,0.55,,3.78,,1.55,,0.37,,1.54,,1.48,,2.7,,0.64,,2.59,,0.33,,2.18,,1.47,,0.4,,1.37,,2.08,
SE60-X-43,SE60,Sample location delocated to a 10km square (see metadata),460000,400000,465000,405000,4,0,,17.8,,0.87,,5.92,,1.62,,1.45,,3.65,,1.35,,2.57,,1.12,,2.98,,0.32,,2.65,,1.6,,1.59,,1.61,,1.93,
SE78-X-35,SE78,Sample location delocated to a 10km square (see metadata),470000,480000,475000,485000,1,0,,16.93,,0.12,,2.42,,1.05,,0.35,,0.97,,0.51,,1.84,,0.4,,1.87,,0.06,,1.41,,1.22,,0.73,,0.53,,1.71,
SE86-X-22,SE86,Sample location delocated to a 10km square (see metadata),480000,460000,485000,465000,1,3,,41.32,,1.33,,9.27,,7.29,,1.7,,8.97,,1.79,,8.36,,2.8,,10.62,,2.22,,10.49,,5.32,,1.16,,2.07,,8.14,
SE86-X-22,SE86,Sample location delocated to a 10km square (see metadata),480000,460000,485000,465000,2,3,,39.42,,1.16,,8.26,,6.91,,1.27,,7.3,,1.69,,9.12,,2.5,,8.87,,1.61,,9.86,,4.76,,0.7,,1.69,,7.4,
SE91-X-53,SE91,Sample location delocated to a 10km square (see metadata),490000,410000,495000,415000,1,1,,29.63,,0.37,,9.73,,1.51,,,NULL,8.38,,5.38,,2.42,,0.33,,2.24,,0.47,,8.03,,1.06,,6.93,,1.35,,0.96,
SE91-X-53,SE91,Sample location delocated to a 10km square (see metadata),490000,410000,495000,415000,2,1,,28.78,,0.5,,6.27,,2.03,,0.21,,4.06,,1.82,,3.28,,0.6,,2.74,,0.42,,2.76,,1.46,,1.08,,2.46,,2.34,
SE91-X-53,SE91,Sample location delocated to a 10km square (see metadata),490000,410000,495000,415000,3,1,,26.09,,0.42,,10.77,,2.05,,,NULL,8.9,,5.4,,3.01,,0.62,,3.62,,0.53,,7.89,,1.37,,6.99,,1.67,,1.78,
SE91-X-53,SE91,Sample location delocated to a 10km square (see metadata),490000,410000,495000,415000,4,1,,22.74,,0.26,,8.58,,1.37,,,NULL,7.01,,2.96,,2.17,,0.36,,1.93,,0.22,,4.48,,0.85,,3.79,,0.7,,1.15,
SE91-X-53,SE91,Sample location delocated to a 10km square (see metadata),490000,410000,495000,415000,5,1,,27.7,,0.35,,6.2,,1.78,,0.01,,4.78,,2.34,,2.3,,0.29,,2.19,,0.32,,4.17,,0.98,,2.39,,1.36,,1.42,
SE92-X-03,SE92,Sample location delocated to a 10km square (see metadata),490000,420000,495000,425000,2,4,,29.13,,0.68,,3.78,,2.75,,0.43,,3.11,,0.64,,3.63,,1.16,,4.05,,1.01,,4.14,,1.82,,0.34,,0.82,,3.2,
SE92-X-03,SE92,Sample location delocated to a 10km square (see metadata),490000,420000,495000,425000,4,4,,35.78,,0.73,,4.8,,4.97,,0.92,,5.31,,1.07,,6.14,,1.88,,7.37,,1.5,,8.55,,3.2,,0.45,,1.52,,6.16,
SE93-X-07,SE93,Sample location delocated to a 10km square (see metadata),490000,430000,495000,435000,2,2,,34.77,,0.6,,15,,3.68,,0.37,,10.35,,2.69,,4.39,,1.24,,5.93,,0.92,,8.15,,2.38,,3,,0.74,,4.18,
SE93-X-07,SE93,Sample location delocated to a 10km square (see metadata),490000,430000,495000,435000,3,3,,36.8,,0.53,,10.35,,3.67,,0.08,,7.95,,2.04,,4.37,,1.13,,4.63,,0.96,,7.78,,1.92,,3.38,,0.67,,4.12,
SE93-X-07,SE93,Sample location delocated to a 10km square (see metadata),490000,430000,495000,435000,5,4,,21.67,,0.33,,3.4,,1.91,,0.16,,3.04,,0.32,,2.66,,0.56,,3.66,,0.34,,4.01,,1.14,,0.39,,0.2,,1.63,
SE95-X-24,SE95,Sample location delocated to a 10km square (see metadata),490000,450000,495000,455000,2,4,,20.81,,0.21,,4.07,,1.65,,0.1,,2.65,,0.26,,2.33,,0.37,,2.53,,0.4,,4.2,,0.69,,0.44,,0.13,,1.48,
SE95-X-24,SE95,Sample location delocated to a 10km square (see metadata),490000,450000,495000,455000,4,4,,21.68,,0.15,,3.49,,1.53,,,NULL,2.41,,0.26,,2.03,,0.39,,2.03,,0.32,,3.63,,0.68,,0.47,,0.09,,1.11,
SE99-X-31,SE99,Sample location delocated to a 10km square (see metadata),490000,490000,495000,495000,2,0,,22.78,,0.59,,2.22,,1.41,,1.15,,1.49,,1.08,,2.72,,0.96,,3.02,,0.32,,2.13,,1.95,,0.47,,1.65,,2.28,
SE99-X-31,SE99,Sample location delocated to a 10km square (see metadata),490000,490000,495000,495000,3,0,,26.54,,0.65,,7.3,,3.11,,2.26,,4.17,,1.49,,4.74,,1.98,,4.83,,0.7,,4.71,,2.86,,1.96,,2.36,,4.32,
SE99-X-81,SE99,Sample location delocated to a 10km square (see metadata),490000,490000,495000,495000,1,0,,22.99,,0.46,,3.97,,1.72,,1.02,,2.01,,1.42,,2.83,,0.93,,3.01,,0.26,,2.66,,1.78,,0.67,,1.68,,1.97,
SE99-X-81,SE99,Sample location delocated to a 10km square (see metadata),490000,490000,495000,495000,2,0,,31.74,,1.25,,2.73,,2.92,,1.25,,1.83,,2.13,,4.7,,1.52,,4.89,,0.74,,4.07,,3.64,,0.69,,2.37,,3.36,
SE99-X-81,SE99,Sample location delocated to a 10km square (see metadata),490000,490000,495000,495000,3,0,,23.6,,1.08,,4.61,,2.76,,0.89,,2.7,,1.86,,4.61,,1.22,,4.73,,0.45,,4.53,,2.99,,0.91,,2.86,,2.55,
SE99-X-81,SE99,Sample location delocated to a 10km square (see metadata),490000,490000,495000,495000,4,0,,31.11,,1.79,,4.32,,4.46,,1.74,,2.67,,2.14,,7.24,,2.23,,6.71,,0.83,,5.15,,4.78,,1.01,,3.64,,4.52,
SJ30-X-84,SJ30,Sample location delocated to a 10km square (see metadata),330000,300000,335000,305000,1,1,,31.65,,1.24,,4.47,,3.45,,0.84,,2.23,,1.74,,5.33,,1.45,,5.19,,0.33,,3.64,,3.1,,0.92,,2.53,,4.27,
SJ33-X-92,SJ33,Sample location delocated to a 10km square (see metadata),330000,330000,335000,335000,1,1,,29.15,,1.01,,6.83,,3.87,,1.85,,3.84,,1.57,,5,,1.65,,4.52,,0.65,,4.28,,2.93,,1.6,,2.57,,4.1,
SJ33-X-92,SJ33,Sample location delocated to a 10km square (see metadata),330000,330000,335000,335000,2,0,,21.26,,1,,6.67,,2.76,,2.08,,3.99,,1.27,,4.24,,1.72,,4.59,,0.79,,4.01,,3.35,,1.19,,2.3,,3.02,
SJ33-X-92,SJ33,Sample location delocated to a 10km square (see metadata),330000,330000,335000,335000,3,0,,26.09,,0.97,,7.84,,3.67,,2.22,,4.44,,1.42,,5.04,,2.2,,4.8,,0.81,,4.62,,3.42,,1.79,,2.17,,4.05,
SJ33-X-92,SJ33,Sample location delocated to a 10km square (see metadata),330000,330000,335000,335000,4,0,,19.08,,0.09,,0.82,,0.44,,0.16,,0.38,,0.5,,0.92,,0.25,,0.82,,0.14,,0.66,,0.52,,0.38,,0.39,,0.71,
SJ33-X-92,SJ33,Sample location delocated to a 10km square (see metadata),330000,330000,335000,335000,5,0,,34.08,,0.77,,8.58,,4.22,,1.39,,5.73,,1.57,,5.28,,1.42,,4.77,,0.8,,5.4,,3.12,,2.72,,2.29,,4.46,
SJ33-X-92,SJ33,Sample location delocated to a 10km square (see metadata),330000,330000,335000,335000,6,0,,29.93,,0.64,,5.91,,2.19,,1.96,,3.7,,1.24,,3.06,,1.48,,3.39,,0.7,,3.38,,2.33,,2.5,,1.51,,3.08,
SJ46-X-59,SJ46,Sample location delocated to a 10km square (see metadata),340000,360000,345000,365000,1,1,,21.09,,0.61,,5.66,,2.04,,0.09,,3.9,,2.16,,3.35,,0.93,,3.21,,0.45,,4.02,,1.52,,1.71,,1.84,,2.73,
SJ46-X-59,SJ46,Sample location delocated to a 10km square (see metadata),340000,360000,345000,365000,2,0,,21.14,,0.82,,4.74,,2.04,,0.37,,2.59,,1.25,,3.05,,0.93,,3.14,,0.36,,4.42,,1.63,,0.8,,1.56,,2.1,
SJ46-X-59,SJ46,Sample location delocated to a 10km square (see metadata),340000,360000,345000,365000,4,0,,32.07,,1.98,,6.09,,4.53,,0.32,,3.6,,2.68,,6.64,,1.7,,6.28,,0.82,,5.58,,4.17,,1.11,,3.79,,5.5,
SJ46-X-59,SJ46,Sample location delocated to a 10km square (see metadata),340000,360000,345000,365000,5,2,,34.16,,1.85,,3.26,,3.85,,1.59,,2.97,,2.25,,7.55,,2.05,,6.55,,0.72,,5.09,,3.87,,1.91,,4.27,,5.17,
SJ46-X-66,SJ46,Sample location delocated to a 10km square (see metadata),340000,360000,345000,365000,1,1,,29.47,,1.65,,5.75,,3.56,,0.38,,3.39,,2.81,,5.07,,1.41,,5.6,,0.95,,6.43,,3.76,,1.82,,2.79,,3.64,
SJ46-X-66,SJ46,Sample location delocated to a 10km square (see metadata),340000,360000,345000,365000,4,0,,23.55,,0.56,,3.57,,2.25,,0.78,,1.64,,1.17,,3.91,,1.36,,3.84,,0.51,,2.75,,2.28,,0.81,,1.28,,2.6,
SJ52-X-53,SJ52,Sample location delocated to a 10km square (see metadata),350000,320000,355000,325000,1,1,,17.74,,0.58,,3.9,,1.84,,0.52,,2.41,,1.37,,3.09,,1.44,,3.4,,0.45,,3.5,,2.16,,0.85,,1.88,,2.37,
SJ52-X-53,SJ52,Sample location delocated to a 10km square (see metadata),350000,320000,355000,325000,2,1,,10.07,,0.3,,5.93,,1.01,,0.29,,2.89,,1.59,,1.75,,0.41,,1.84,,0.2,,3.15,,1.16,,2.15,,1.1,,1.32,
SJ52-X-53,SJ52,Sample location delocated to a 10km square (see metadata),350000,320000,355000,325000,3,0,,12.68,,0.36,,5.52,,1.18,,0.69,,2.89,,1.12,,1.92,,1.03,,2.31,,0.55,,2.83,,1.56,,1.32,,1.2,,1.55,
SJ52-X-53,SJ52,Sample location delocated to a 10km square (see metadata),350000,320000,355000,325000,4,1,,15.42,,0.49,,4.69,,1.4,,0.48,,2.78,,1.04,,2.58,,1.17,,2.62,,0.42,,2.49,,1.41,,0.86,,1.75,,1.7,
SJ54-X-60,SJ54,Sample location delocated to a 10km square (see metadata),350000,340000,355000,345000,1,0,,21.59,,0.75,,4.78,,2.39,,2.07,,3.34,,1.03,,4.29,,1.51,,4.24,,0.46,,3.5,,2.86,,1.36,,2.49,,3.14,
SJ56-X-26,SJ56,Sample location delocated to a 10km square (see metadata),350000,360000,355000,365000,3,0,,21.97,,0.53,,3.85,,2.05,,1.11,,2.14,,0.92,,3,,1.06,,3.38,,0.35,,2.6,,2.41,,0.83,,1.6,,2.26,
SJ68-X-80,SJ68,Sample location delocated to a 10km square (see metadata),360000,380000,365000,385000,1,0,,17.66,,0.2,,1.7,,0.69,,0.83,,0.9,,0.73,,1.74,,0.84,,1.88,,0.18,,0.98,,1.26,,0.44,,0.77,,1.73,
SJ68-X-80,SJ68,Sample location delocated to a 10km square (see metadata),360000,380000,365000,385000,3,0,,16.52,,0.3,,2.68,,1.37,,0.72,,1.34,,0.76,,2.42,,0.73,,2.56,,0.15,,1.72,,1.51,,0.52,,0.89,,1.49,
SJ68-X-80,SJ68,Sample location delocated to a 10km square (see metadata),360000,380000,365000,385000,4,0,,18.73,,0.27,,2.86,,1.33,,1.57,,1.83,,0.81,,2.82,,1.26,,3.14,,0.41,,1.4,,1.83,,1.05,,1.21,,1.97,
SJ69-X-55,SJ69,Sample location delocated to a 10km square (see metadata),360000,390000,365000,395000,2,0,,16.07,,0.62,,2.6,,1.26,,0.55,,1.56,,0.89,,2.18,,0.58,,2.22,,0.21,,1.52,,1.13,,0.34,,1.19,,1.77,
SJ69-X-55,SJ69,Sample location delocated to a 10km square (see metadata),360000,390000,365000,395000,4,0,,16.84,,0.43,,4.64,,1.06,,0.62,,2.37,,0.84,,1.53,,0.52,,1.69,,0.26,,1.52,,1.08,,0.75,,0.79,,1.19,
SJ69-X-65,SJ69,Sample location delocated to a 10km square (see metadata),360000,390000,365000,395000,1,0,,17.26,,0.34,,5.12,,1.41,,1.21,,3.45,,0.61,,1.85,,0.57,,2.09,,0.28,,1.87,,1.32,,0.87,,1.06,,1.71,
SJ69-X-65,SJ69,Sample location delocated to a 10km square (see metadata),360000,390000,365000,395000,3,0,,19.69,,0.47,,4.08,,1.75,,1.91,,1.83,,0.83,,2.97,,1.01,,3.49,,0.3,,2.51,,2.59,,0.62,,2.19,,2.6,
SJ97-X-25,SJ97,Sample location delocated to a 10km square (see metadata),390000,370000,395000,375000,3,0,,37.02,,0.85,,6.36,,4.98,,3.89,,3.28,,2.39,,7.66,,3.04,,8.57,,1.32,,6.95,,5.03,,2.21,,4.29,,6.12,
SJ97-X-25,SJ97,Sample location delocated to a 10km square (see metadata),390000,370000,395000,375000,4,0,,35.05,,0.5,,5.02,,2.58,,1.74,,2.74,,1.87,,4.51,,1.45,,4.77,,0.67,,5.97,,3.21,,1.91,,2.47,,3.78,
SJ97-X-25,SJ97,Sample location delocated to a 10km square (see metadata),390000,370000,395000,375000,1,0,,38.17,,0.49,,6.17,,3.43,,1.68,,3.38,,1.5,,5.07,,1.95,,5.49,,0.67,,5.42,,2.71,,2.37,,2.08,,4.26,
SJ97-X-25,SJ97,Sample location delocated to a 10km square (see metadata),390000,370000,395000,375000,2,0,,34.81,,0.36,,3.57,,2.22,,2.06,,1.67,,1.37,,2.92,,1.54,,3.89,,0.48,,4.2,,2.24,,1.55,,2.01,,2.6,
SJ99-X-25,SJ99,Sample location delocated to a 10km square (see metadata),390000,390000,395000,395000,1,0,,27.06,,0.24,,5.19,,2.39,,1.04,,2.79,,1.22,,3.36,,1.01,,3.1,,0.43,,3.58,,2.21,,1.87,,1.66,,2.89,
SJ99-X-25,SJ99,Sample location delocated to a 10km square (see metadata),390000,390000,395000,395000,2,0,,32.67,,0.43,,4.19,,2.89,,1.94,,1.98,,1.34,,4.34,,1.45,,4.62,,0.17,,4.53,,3.38,,1.3,,1.93,,3.53,
SJ99-X-25,SJ99,Sample location delocated to a 10km square (see metadata),390000,390000,395000,395000,4,4,,15.67,,0.13,,3.87,,0.78,,,NULL,2.29,,0.74,,1.09,,0.18,,0.96,,0.23,,2.35,,0.47,,0.79,,0.23,,0.42,
SJ99-X-25,SJ99,Sample location delocated to a 10km square (see metadata),390000,390000,395000,395000,5,0,,26.57,,0.33,,2.85,,2.29,,1.15,,1.45,,1.21,,3.68,,1.38,,3.2,,0.25,,3.28,,2.76,,1.25,,1.05,,2.7,
