delocated_monad,10km_location,location_qualifier,easting_sw_delocated,northing_sw_delocated,easting_centroid_delocated,northing_centroid_delocated,plot_number,fizz_test,fizz_test_qualifier,soil_moisture_content,soil_moisture_content_qualifier,ACYC_SIR,ACYC_SIR_qualifier,AKGA_SIR,AKGA_SIR_qualifier,ARA_SIR,ARA_SIR_qualifier,ARG_SIR,ARG_SIR_qualifier,CIT_SIR,CIT_SIR_qualifier,CYS_SIR,CYS_SIR_qualifier,FRU_SIR,FRU_SIR_qualifier,GABA_SIR,GABA_SIR_qualifier,GLU_SIR,GLU_SIR_qualifier,LYS_SIR,LYS_SIR_qualifier,MAL_SIR,MAL_SIR_qualifier,NAGA_SIR,NAGA_SIR_qualifier,OXA_SIR,OXA_SIR_qualifier,PRO_SIR,PRO_SIR_qualifier,TRE_SIR,TRE_SIR_qualifier
TF55-X-05,TF55,Sample location delocated to a 10km square (see metadata),550000,350000,555000,355000,1,4,,20.23,,0.25,,3.06,,1.66,,0.12,,3.36,,0.37,,3.03,,0.81,,3.34,,0.29,,3.8,,1.53,,0.38,,0.44,,1.44,
TF55-X-05,TF55,Sample location delocated to a 10km square (see metadata),550000,350000,555000,355000,2,4,,18.99,,0.12,,3.09,,1.05,,0.12,,2.48,,0.24,,2.21,,0.55,,2.42,,0.22,,3.17,,0.72,,0.23,,0.26,,0.76,
TL01-X-11,TL01,Sample location delocated to a 10km square (see metadata),500000,210000,505000,215000,3,0,,16.75,,0.35,,6.61,,1.98,,0.47,,6.13,,0.64,,2.28,,0.67,,2.66,,0.34,,3.65,,1.18,,1.31,,0.54,,1.91,
TL04-X-14,TL04,Sample location delocated to a 10km square (see metadata),500000,240000,505000,245000,2,0,,10.45,,0.21,,4.22,,0.58,,0.2,,3.12,,0.4,,0.76,,0.2,,0.87,,0.08,,1.27,,0.39,,0.48,,0.34,,0.55,
TL12-X-01,TL12,Sample location delocated to a 10km square (see metadata),510000,220000,515000,225000,2,4,,20.75,,0.12,,1.78,,0.99,,,NULL,1.35,,0.13,,1.35,,0.22,,1.81,,0.23,,2.15,,0.52,,0.11,,0.11,,0.9,
TL12-X-01,TL12,Sample location delocated to a 10km square (see metadata),510000,220000,515000,225000,3,4,,21.21,,0.23,,2.6,,1.54,,0.03,,2.06,,0.14,,2.04,,0.3,,2.77,,0.17,,3.1,,0.8,,0.22,,0.18,,1.16,
TL12-X-01,TL12,Sample location delocated to a 10km square (see metadata),510000,220000,515000,225000,5,4,,21.25,,0.16,,2.21,,1.03,,0.03,,1.38,,0.12,,1.5,,0.25,,2.02,,0.26,,2.14,,0.49,,0.15,,0.09,,1.2,
TL14-X-57,TL14,Sample location delocated to a 10km square (see metadata),510000,240000,515000,245000,1,0,,16.76,,0.29,,5.11,,1.57,,0.83,,3,,0.47,,2.27,,0.77,,2.69,,0.04,,2.4,,1.64,,0.7,,0.97,,2.62,
TL14-X-57,TL14,Sample location delocated to a 10km square (see metadata),510000,240000,515000,245000,2,0,,11.36,,0.17,,4.47,,0.71,,,NULL,2.72,,0.86,,1.05,,0.39,,1.08,,0.46,,1.93,,0.6,,1.19,,0.63,,0.52,
TL14-X-57,TL14,Sample location delocated to a 10km square (see metadata),510000,240000,515000,245000,3,1,,12.22,,0.13,,5.65,,0.54,,,NULL,3.94,,1.11,,0.93,,0.26,,1.01,,0.28,,3.42,,0.41,,1.18,,0.63,,0.46,
TL14-X-57,TL14,Sample location delocated to a 10km square (see metadata),510000,240000,515000,245000,4,1,,13.53,,0.12,,6.94,,0.67,,,NULL,4.86,,1.81,,1.32,,0.23,,1.1,,0.33,,3.78,,0.45,,2.51,,0.43,,0.49,
TL17-X-00,TL17,Sample location delocated to a 10km square (see metadata),510000,270000,515000,275000,3,0,,16.02,,0.35,,6.39,,1.58,,0.25,,3.91,,1.06,,2.49,,0.53,,2.69,,0.27,,3.74,,1.24,,0.94,,1.52,,2.11,
TL17-X-00,TL17,Sample location delocated to a 10km square (see metadata),510000,270000,515000,275000,4,4,,18.34,,0.22,,2.12,,1.89,,0.05,,2.94,,0.35,,3.01,,0.25,,2.86,,0.17,,3.95,,0.87,,0.62,,1.31,,1.22,
TL17-X-00,TL17,Sample location delocated to a 10km square (see metadata),510000,270000,515000,275000,1,,NULL,,NULL,,,,NULL,,NULL,,,,NULL,,,,NULL,,NULL,,NULL,,,,NULL,,NULL,,NULL,,NULL,,NULL
TL17-X-00,TL17,Sample location delocated to a 10km square (see metadata),510000,270000,515000,275000,2,,NULL,,NULL,,,,NULL,,NULL,,,,NULL,,,,NULL,,NULL,,NULL,,,,NULL,,NULL,,NULL,,NULL,,NULL
TL23-X-84,TL23,Sample location delocated to a 10km square (see metadata),520000,230000,525000,235000,1,4,,18.09,,0.29,,2.88,,1.65,,0.11,,2.51,,0.24,,3.24,,0.43,,3.67,,0.25,,4.2,,1.03,,0.28,,0.58,,1.78,
TL23-X-84,TL23,Sample location delocated to a 10km square (see metadata),520000,230000,525000,235000,2,4,,15.72,,0.21,,2.62,,1.36,,0.05,,1.95,,0.19,,2.08,,0.44,,2.55,,0.26,,2.96,,0.72,,0.22,,0.21,,1.11,
TL26-X-45,TL26,Sample location delocated to a 10km square (see metadata),520000,260000,525000,265000,2,4,,14.46,,0.25,,2.87,,1.02,,0.02,,2.79,,0.32,,1.83,,0.17,,2.05,,0.15,,2.98,,0.53,,0.66,,0.42,,0.98,
TL26-X-45,TL26,Sample location delocated to a 10km square (see metadata),520000,260000,525000,265000,4,0,,13.59,,0.31,,3.35,,0.77,,0.38,,1.64,,0.46,,2.21,,0.35,,1.39,,0.07,,1.11,,0.83,,0.44,,0.51,,1.46,
TL28-X-35,TL28,Sample location delocated to a 10km square (see metadata),520000,280000,525000,285000,2,4,,19.55,,0.6,,4.83,,2.13,,0.22,,4.47,,1.64,,3.5,,0.65,,4.22,,0.31,,5.11,,1.69,,1.8,,1.53,,2.84,
TL28-X-35,TL28,Sample location delocated to a 10km square (see metadata),520000,280000,525000,285000,4,1,,33.06,,1.57,,4.17,,3.34,,1.01,,2.37,,2.84,,6.24,,1.87,,6.19,,0.52,,5.06,,3.15,,0.67,,3.28,,5.96,
TL28-X-35,TL28,Sample location delocated to a 10km square (see metadata),520000,280000,525000,285000,1,0,,20.37,,0.6,,2.53,,1.16,,0.25,,2.02,,1.15,,2.46,,0.54,,2.79,,0.34,,2.42,,1.31,,0.54,,1.55,,1.81,
TL35-X-92,TL35,Sample location delocated to a 10km square (see metadata),530000,250000,535000,255000,1,0,,22.87,,0.48,,7.71,,1.76,,0.07,,4.6,,2,,3.06,,0.6,,3.37,,0.5,,4.57,,1.25,,1.52,,2.48,,2.39,
TL35-X-92,TL35,Sample location delocated to a 10km square (see metadata),530000,250000,535000,255000,2,4,,21.28,,0.33,,2.79,,1.84,,0.06,,2.18,,0.46,,2.6,,0.38,,2.84,,0.41,,3.65,,0.81,,0.38,,0.88,,1.26,
TL35-X-92,TL35,Sample location delocated to a 10km square (see metadata),530000,250000,535000,255000,4,4,,15.06,,0.15,,2.74,,1.32,,0.03,,1.61,,0.32,,2.14,,0.2,,2.08,,0.15,,2.73,,0.42,,0.24,,0.49,,0.85,
TL41-X-81,TL41,Sample location delocated to a 10km square (see metadata),540000,210000,545000,215000,2,0,,17.14,,0.69,,3.24,,1.07,,0.5,,1.54,,0.93,,2.48,,0.66,,2.67,,0.3,,1.32,,1.4,,0.4,,1.28,,2,
TL41-X-81,TL41,Sample location delocated to a 10km square (see metadata),540000,210000,545000,215000,3,4,,26.44,,0.73,,6.13,,2.89,,0.56,,4.92,,1.44,,3.94,,0.78,,5.35,,1.07,,5.82,,2.71,,1.09,,1.72,,3.69,
TL41-X-81,TL41,Sample location delocated to a 10km square (see metadata),540000,210000,545000,215000,4,1,,24.63,,0.71,,9.72,,2.49,,,NULL,7.92,,3.89,,4.02,,0.85,,4.52,,0.8,,8.06,,2.16,,4.23,,2.52,,3.12,
TL41-X-81,TL41,Sample location delocated to a 10km square (see metadata),540000,210000,545000,215000,6,0,,16.58,,0.84,,5.19,,1.71,,0.85,,2.9,,0.62,,2.44,,0.88,,3.06,,0.15,,2,,1.66,,0.81,,1.44,,2.04,
TL47-X-92,TL47,Sample location delocated to a 10km square (see metadata),540000,270000,545000,275000,1,2,,25.07,,0.23,,3.81,,1.37,,0.1,,2.6,,2.08,,2.5,,0.29,,2.19,,0.18,,3.83,,0.77,,1.05,,0.89,,1.49,
TL47-X-92,TL47,Sample location delocated to a 10km square (see metadata),540000,270000,545000,275000,2,4,,28.01,,0.35,,2.66,,1.47,,0.1,,3.86,,0.66,,2.29,,0.34,,2.91,,0.34,,4.03,,1.01,,0.91,,0.89,,1.71,
TL47-X-92,TL47,Sample location delocated to a 10km square (see metadata),540000,270000,545000,275000,3,2,,35.56,,0.39,,4.19,,1.2,,0.07,,2.49,,1.77,,3.35,,0.48,,3.63,,0.29,,3.93,,1.01,,0.62,,1.14,,1.44,
TL47-X-92,TL47,Sample location delocated to a 10km square (see metadata),540000,270000,545000,275000,5,1,,37.75,,1.21,,2.32,,2.38,,0.33,,1.51,,2.9,,4.05,,1.17,,3.57,,0.53,,3.44,,2.37,,0.6,,1.65,,3.85,
TL54-X-92,TL54,Sample location delocated to a 10km square (see metadata),550000,240000,555000,245000,3,4,,14.44,,0.19,,2.08,,1.07,,0.07,,1.34,,0.16,,1.59,,0.32,,2.11,,0.25,,2.45,,0.64,,0.13,,0.2,,0.81,
TL68-X-72,TL68,Sample location delocated to a 10km square (see metadata),560000,280000,565000,285000,1,0,,25.16,,0.43,,4.43,,1.2,,0.06,,3.32,,2.3,,2.71,,0.85,,3.56,,0.42,,4.85,,1.62,,0.81,,1.29,,1.7,
TL68-X-72,TL68,Sample location delocated to a 10km square (see metadata),560000,280000,565000,285000,2,1,,36.3,,0.55,,8.28,,1.37,,0.01,,5.48,,5.85,,3.2,,0.88,,3.58,,0.68,,6.3,,1.99,,5.62,,1.57,,2.13,
TL68-X-72,TL68,Sample location delocated to a 10km square (see metadata),560000,280000,565000,285000,3,0,,35.6,,0.89,,3.17,,2.07,,0.79,,1.56,,2.82,,4.63,,1.12,,4.22,,0.44,,3.17,,2.51,,0.7,,1.3,,3.95,
TL68-X-72,TL68,Sample location delocated to a 10km square (see metadata),560000,280000,565000,285000,4,0,,38.26,,0.41,,2.03,,1.32,,0.97,,1.16,,2.74,,2.37,,0.88,,2.53,,0.37,,1.96,,1.69,,0.62,,0.73,,2.24,
TL69-X-41,TL69,Sample location delocated to a 10km square (see metadata),560000,290000,565000,295000,1,4,,23.23,,0.2,,4.99,,1.33,,0.16,,4.67,,1.26,,2.09,,0.52,,2.65,,0.47,,4.59,,1.09,,1.57,,0.67,,1.13,
TL69-X-41,TL69,Sample location delocated to a 10km square (see metadata),560000,290000,565000,295000,2,0,,40.14,,0.4,,8.35,,1.34,,,NULL,5.21,,4.6,,2.8,,0.78,,2.83,,0.82,,6.65,,1.34,,4.02,,2.26,,2.1,
TL70-X-76,TL70,Sample location delocated to a 10km square (see metadata),570000,200000,575000,205000,3,1,,21.21,,0.66,,5.51,,1.63,,0.05,,3.69,,1.47,,2.52,,0.71,,2.79,,0.34,,4.02,,1.35,,1.66,,1.26,,2.13,
TL70-X-76,TL70,Sample location delocated to a 10km square (see metadata),570000,200000,575000,205000,5,0,,23.55,,1.12,,5.75,,2.73,,0.51,,3.83,,1.15,,3.61,,1.27,,4.07,,0.32,,4.12,,2.69,,0.81,,1.7,,2.89,
TL71-X-34,TL71,Sample location delocated to a 10km square (see metadata),570000,210000,575000,215000,1,1,,13.99,,0.63,,6.47,,2.01,,0.4,,3.85,,1.01,,3.09,,1.32,,3.74,,0.46,,3.83,,2.02,,1.06,,1.22,,2.67,
TL71-X-34,TL71,Sample location delocated to a 10km square (see metadata),570000,210000,575000,215000,2,1,,14.76,,0.33,,7.1,,1.62,,,NULL,5.03,,1.9,,2.8,,0.52,,3.24,,0.25,,4.73,,1.12,,1.96,,0.94,,1.79,
TL71-X-34,TL71,Sample location delocated to a 10km square (see metadata),570000,210000,575000,215000,3,1,,16.63,,0.2,,7.64,,1.2,,,NULL,4.08,,1.32,,2.35,,0.26,,2.45,,0.3,,3.23,,0.75,,1.42,,1.27,,0.87,
TL71-X-34,TL71,Sample location delocated to a 10km square (see metadata),570000,210000,575000,215000,4,1,,15.49,,0.32,,5.89,,1.69,,0.1,,4.11,,0.93,,2.21,,0.23,,1.84,,0.22,,2.23,,0.69,,0.71,,1.16,,1.24,
TL72-X-29,TL72,Sample location delocated to a 10km square (see metadata),570000,220000,575000,225000,2,1,,14.84,,0.18,,5.44,,0.59,,,NULL,3.81,,1.85,,0.95,,0.19,,1.09,,0.28,,3.81,,0.37,,1.83,,0.61,,0.51,
TL72-X-29,TL72,Sample location delocated to a 10km square (see metadata),570000,220000,575000,225000,4,2,,12.93,,0.17,,3.93,,0.68,,0.13,,2.64,,0.51,,1.15,,0.32,,1.38,,0.15,,2.87,,0.54,,0.74,,0.35,,0.61,
TL72-X-94,TL72,Sample location delocated to a 10km square (see metadata),570000,220000,575000,225000,1,1,,14.43,,0.32,,7.11,,1.32,,0.07,,3.66,,0.8,,2.27,,0.27,,2.43,,0.21,,2.59,,0.78,,0.77,,0.92,,1.51,
TL72-X-94,TL72,Sample location delocated to a 10km square (see metadata),570000,220000,575000,225000,2,1,,14.42,,0.22,,8.08,,1.4,,0,,5.99,,1.13,,1.85,,0.37,,2.19,,0.27,,4.34,,0.76,,1.63,,0.47,,1.1,
TL72-X-94,TL72,Sample location delocated to a 10km square (see metadata),570000,220000,575000,225000,3,1,,15.93,,1.04,,8.36,,2.2,,0.65,,6.93,,0.72,,2.84,,0.67,,2.89,,0.2,,3.4,,1.26,,1.35,,0.88,,1.93,
TL72-X-94,TL72,Sample location delocated to a 10km square (see metadata),570000,220000,575000,225000,4,1,,13.87,,0.56,,4.95,,1.68,,0.38,,2.47,,0.89,,2.32,,0.47,,2.56,,0.18,,2.01,,1,,0.44,,1.3,,1.74,
TL79-X-71,TL79,Sample location delocated to a 10km square (see metadata),570000,290000,575000,295000,2,3,,18.4,,0.31,,2.58,,1.15,,0.14,,2.71,,0.92,,1.73,,0.45,,2,,0.61,,3.33,,0.79,,0.73,,1.11,,0.99,
TL79-X-71,TL79,Sample location delocated to a 10km square (see metadata),570000,290000,575000,295000,3,4,,17.95,,0.12,,2.24,,1.3,,0.08,,2.07,,0.23,,2.57,,0.4,,2.97,,0.29,,2.78,,0.98,,0.13,,0.15,,1.66,
TL90-X-27,TL90,Sample location delocated to a 10km square (see metadata),590000,200000,595000,205000,1,1,,18.76,,0.33,,4.13,,1.02,,,NULL,1.79,,1.48,,1.7,,0.32,,1.36,,0.32,,3.21,,0.83,,1.29,,1.43,,0.86,
TL90-X-27,TL90,Sample location delocated to a 10km square (see metadata),590000,200000,595000,205000,2,1,,25.62,,0.39,,7.4,,1.12,,,NULL,6.23,,3.75,,2.3,,0.29,,2.14,,0.26,,5.58,,0.89,,3.56,,1.56,,1.68,
TL90-X-27,TL90,Sample location delocated to a 10km square (see metadata),590000,200000,595000,205000,3,1,,23.3,,0.89,,4.99,,2.56,,0.38,,3.26,,1.56,,4.07,,0.43,,4.58,,0.35,,3.15,,2.16,,1.16,,2,,3.42,
TL90-X-27,TL90,Sample location delocated to a 10km square (see metadata),590000,200000,595000,205000,4,1,,16.46,,0.55,,4.2,,1.33,,0.1,,1.92,,1.03,,2.08,,0.39,,2.02,,0.24,,1.79,,0.91,,0.55,,1.3,,2.02,
TL97-X-69,TL97,Sample location delocated to a 10km square (see metadata),590000,270000,595000,275000,2,1,,11.71,,0.19,,5.43,,1.37,,,NULL,3.66,,1.53,,2.29,,0.35,,2.45,,0.26,,3.78,,0.79,,1.59,,0.71,,1.25,
TL97-X-69,TL97,Sample location delocated to a 10km square (see metadata),590000,270000,595000,275000,3,1,,14.46,,0.2,,6.32,,0.86,,0.05,,4.83,,2.35,,1.64,,0.33,,1.31,,0.34,,4.88,,0.55,,2.12,,1.26,,0.8,
TL97-X-69,TL97,Sample location delocated to a 10km square (see metadata),590000,270000,595000,275000,4,1,,12.07,,0.26,,6.64,,1.21,,0.07,,4.52,,1.24,,2.12,,0.46,,2.34,,0.3,,3.96,,1.01,,1.32,,0.57,,1.53,
TM01-X-15,TM01,Sample location delocated to a 10km square (see metadata),600000,210000,605000,215000,1,0,,32.19,,0.46,,2.06,,2.08,,,NULL,1.6,,1.24,,2.78,,0.65,,3.11,,0.4,,2.63,,2.58,,1.19,,1.89,,2,
TM17-X-85,TM17,Sample location delocated to a 10km square (see metadata),610000,270000,615000,275000,1,0,,11.92,,0.3,,5.26,,1.23,,0.12,,2.81,,0.89,,2.33,,0.45,,2.46,,0.28,,3.15,,1.17,,0.7,,1.19,,1.09,
TM17-X-85,TM17,Sample location delocated to a 10km square (see metadata),610000,270000,615000,275000,3,0,,11.59,,0.12,,5.77,,0.62,,,NULL,2.68,,1.08,,1,,0.4,,1.38,,0.25,,2.34,,0.43,,1.03,,0.8,,0.57,
TM17-X-85,TM17,Sample location delocated to a 10km square (see metadata),610000,270000,615000,275000,4,0,,12.46,,0.29,,3,,0.94,,0.11,,1.36,,0.75,,1.25,,0.42,,1.68,,0.23,,1.7,,0.92,,0.53,,1.16,,1.04,
TM21-X-33,TM21,Sample location delocated to a 10km square (see metadata),620000,210000,625000,215000,2,0,,15.15,,0.85,,3.27,,1.35,,0.37,,1.67,,0.4,,2.05,,0.75,,2.12,,0.01,,1.4,,0.94,,0.38,,1.19,,2.11,
TM21-X-33,TM21,Sample location delocated to a 10km square (see metadata),620000,210000,625000,215000,4,0,,34.97,,2.9,,3.39,,3.62,,1.33,,2.1,,1.74,,4.95,,1.43,,4.55,,0.53,,2.83,,1.95,,1,,2.75,,4.35,
TM35-X-24,TM35,Sample location delocated to a 10km square (see metadata),630000,250000,635000,255000,4,0,,12.02,,0.25,,3.51,,0.77,,0.34,,1.73,,0.56,,0.96,,0.25,,1.03,,0.14,,1.2,,0.7,,0.5,,0.51,,0.73,
TM37-X-59,TM37,Sample location delocated to a 10km square (see metadata),630000,270000,635000,275000,2,0,,17.82,,0.38,,4.03,,1.17,,0.13,,2.43,,1.03,,2.15,,0.39,,2.41,,0.27,,2.52,,0.89,,0.52,,1.66,,1.76,
TQ21-X-12,TQ21,Sample location delocated to a 10km square (see metadata),520000,110000,525000,115000,1,1,,24.15,,0.32,,5.18,,1.97,,0.67,,2.55,,1.11,,2.82,,0.85,,2.99,,0.39,,3.31,,2.25,,1.16,,1.39,,2.17,
TQ21-X-12,TQ21,Sample location delocated to a 10km square (see metadata),520000,110000,525000,115000,4,1,,23.23,,0.44,,7.64,,1.91,,0.61,,4.14,,1.02,,2.63,,0.82,,2.8,,0.26,,2.76,,1.4,,1.05,,1.08,,1.63,
TQ21-X-14,TQ21,Sample location delocated to a 10km square (see metadata),520000,110000,525000,115000,1,0,,28.79,,0.71,,6.26,,2.64,,2.47,,3.93,,1.46,,4.63,,1.78,,5.08,,0.63,,5.09,,2.45,,1.85,,2.29,,4.03,
TQ21-X-14,TQ21,Sample location delocated to a 10km square (see metadata),520000,110000,525000,115000,2,0,,22.99,,0.5,,7.88,,3,,1.58,,6.28,,1.06,,3.75,,1.07,,3.5,,0.51,,3.72,,1.67,,2.42,,1.43,,2.29,
TQ21-X-14,TQ21,Sample location delocated to a 10km square (see metadata),520000,110000,525000,115000,3,0,,22.96,,1.01,,2.22,,1.58,,0.47,,1.41,,1.2,,1.98,,0.8,,2.72,,0.31,,1.66,,1.31,,0.46,,1.4,,1.83,
TQ34-X-47,TQ34,Sample location delocated to a 10km square (see metadata),530000,140000,535000,145000,2,0,,21.85,,0.51,,4.51,,2.01,,0.68,,2.32,,0.7,,2.66,,0.81,,2.72,,0.31,,2.29,,1.95,,0.84,,1,,1.98,
TQ35-X-64,TQ35,Sample location delocated to a 10km square (see metadata),530000,150000,535000,155000,1,0,,17.13,,0.17,,7.82,,1.02,,0.84,,5.84,,0.27,,1.53,,0.74,,1.92,,0.19,,2.66,,0.79,,1.67,,0.65,,1.24,
TQ35-X-64,TQ35,Sample location delocated to a 10km square (see metadata),530000,150000,535000,155000,3,0,,16.23,,0.42,,6.62,,1.63,,0.88,,4.68,,0.39,,2.04,,0.58,,2.2,,0.2,,2.6,,0.99,,0.97,,0.88,,1.61,
TQ35-X-64,TQ35,Sample location delocated to a 10km square (see metadata),530000,150000,535000,155000,4,0,,16.67,,0.19,,4.62,,1.26,,0.63,,3.35,,0.43,,1.48,,0.59,,1.67,,0.13,,1.8,,0.74,,0.75,,0.55,,1.32,
TQ43-X-43,TQ43,Sample location delocated to a 10km square (see metadata),540000,130000,545000,135000,1,0,,21.33,,0.43,,5.85,,1.66,,0.45,,3.55,,0.95,,2.21,,0.65,,2.64,,0.38,,2.84,,1.53,,1.14,,1.25,,1.62,
TQ43-X-43,TQ43,Sample location delocated to a 10km square (see metadata),540000,130000,545000,135000,2,0,,20.38,,0.45,,5.49,,2.61,,0.68,,3.52,,0.83,,2.72,,0.76,,2.73,,0.54,,2.73,,1.51,,1.4,,1.03,,1.74,
TQ43-X-43,TQ43,Sample location delocated to a 10km square (see metadata),540000,130000,545000,135000,3,0,,20.02,,0.4,,5.92,,1.67,,0.3,,4.61,,1.04,,1.94,,0.54,,2.26,,0.36,,3.52,,1.09,,1.19,,1.45,,1.36,
TQ43-X-43,TQ43,Sample location delocated to a 10km square (see metadata),540000,130000,545000,135000,4,0,,20.7,,0.21,,1.86,,0.89,,0.28,,0.95,,1.03,,1.46,,0.35,,1.41,,0.2,,1.4,,0.91,,0.31,,0.82,,0.97,
TQ59-X-57,TQ59,Sample location delocated to a 10km square (see metadata),550000,190000,555000,195000,1,0,,23.71,,0.9,,2.52,,1.96,,0.22,,2,,1.23,,2.77,,0.83,,2.63,,0.38,,1.98,,1.37,,0.56,,2.62,,2.25,
TQ59-X-57,TQ59,Sample location delocated to a 10km square (see metadata),550000,190000,555000,195000,2,0,,22.45,,0.69,,2.43,,1.92,,1.26,,1.36,,1.27,,2.69,,0.95,,3.01,,0.37,,2.13,,1.92,,0.48,,1.8,,2.21,
TQ59-X-57,TQ59,Sample location delocated to a 10km square (see metadata),550000,190000,555000,195000,3,0,,21.17,,0.38,,2.86,,1.53,,0.36,,1.6,,0.77,,2.08,,0.52,,1.58,,0.21,,1.83,,1.09,,0.56,,1.25,,1.62,
TQ59-X-57,TQ59,Sample location delocated to a 10km square (see metadata),550000,190000,555000,195000,4,0,,26.53,,1.16,,3.93,,2.44,,,NULL,3.45,,1.55,,3.18,,0.75,,3.56,,0.41,,3.29,,1.56,,1.03,,2.18,,2.59,
TQ60-X-20,TQ60,Sample location delocated to a 10km square (see metadata),560000,100000,565000,105000,4,1,,33.37,,0.64,,2.38,,1.76,,0.72,,1.66,,1.22,,2.76,,0.88,,3.75,,0.37,,3.31,,2.26,,1.02,,1.36,,2.85,
TQ86-X-90,TQ86,Sample location delocated to a 10km square (see metadata),580000,160000,585000,165000,1,3,,20.73,,0.67,,6.57,,2.42,,0.39,,4.15,,1.72,,3.52,,1.06,,3.95,,0.59,,4.96,,2.35,,1.41,,2.14,,2.17,
TQ86-X-90,TQ86,Sample location delocated to a 10km square (see metadata),580000,160000,585000,165000,2,0,,18.41,,0.49,,3.68,,1.61,,0.87,,1.89,,0.84,,2.52,,0.83,,2.49,,0.22,,2.23,,1.87,,0.82,,1.31,,2.1,
TQ86-X-90,TQ86,Sample location delocated to a 10km square (see metadata),580000,160000,585000,165000,3,2,,20.11,,0.56,,6.94,,1.58,,0.19,,3.35,,2.13,,2.94,,0.74,,3.1,,0.49,,3.46,,1.47,,1.49,,1.24,,1.79,
TQ86-X-90,TQ86,Sample location delocated to a 10km square (see metadata),580000,160000,585000,165000,4,0,,19.5,,1.01,,5.47,,2.41,,1.26,,3.16,,0.99,,3.91,,1.26,,3.49,,0.38,,3.19,,2.11,,1.29,,2,,2.87,
TQ93-X-13,TQ93,Sample location delocated to a 10km square (see metadata),590000,130000,595000,135000,1,1,,21.68,,0.68,,5.62,,2.36,,1.28,,4.24,,1.21,,3.32,,1.06,,3.53,,0.49,,3.14,,2.01,,1.57,,1.62,,2.64,
TQ93-X-13,TQ93,Sample location delocated to a 10km square (see metadata),590000,130000,595000,135000,3,1,,18.44,,0.62,,4.8,,1.93,,1.09,,2.83,,0.93,,2.94,,1.02,,3.04,,0.32,,2.45,,1.77,,0.98,,1.17,,2.5,
TQ93-X-13,TQ93,Sample location delocated to a 10km square (see metadata),590000,130000,595000,135000,2,0,,16.75,,0.39,,5.37,,1.29,,0.73,,3.63,,0.67,,1.89,,0.5,,2.2,,0.22,,1.92,,1.05,,0.79,,0.84,,1.59,
TQ95-X-51,TQ95,Sample location delocated to a 10km square (see metadata),590000,150000,595000,155000,2,2,,20.18,,0.53,,7.59,,2.18,,0.43,,5.16,,2.07,,3.1,,0.73,,3.29,,0.58,,4.85,,1.43,,1.91,,0.83,,1.94,
TQ95-X-51,TQ95,Sample location delocated to a 10km square (see metadata),590000,150000,595000,155000,4,1,,18.55,,0.27,,9.48,,1.41,,0.01,,5.98,,2.27,,2.08,,0.36,,2.46,,0.48,,4.84,,0.97,,2.58,,0.77,,1.03,
TQ96-X-49,TQ96,Sample location delocated to a 10km square (see metadata),590000,160000,595000,165000,4,4,,15.09,,0.09,,1.04,,0.35,,,NULL,0.86,,0.17,,0.64,,0.16,,0.79,,0.17,,1.07,,0.38,,0.15,,0.19,,0.42,
TR04-X-20,TR04,Sample location delocated to a 10km square (see metadata),600000,140000,605000,145000,1,4,,22.65,,0.28,,3.29,,2.17,,0.16,,2.5,,0.26,,3.02,,0.58,,3.83,,0.43,,4.27,,1.28,,0.21,,0.29,,2.42,
TR04-X-20,TR04,Sample location delocated to a 10km square (see metadata),600000,140000,605000,145000,3,4,,21.95,,0.2,,2.8,,1.79,,0.18,,2.16,,0.22,,2.38,,0.53,,3.42,,0.35,,3.39,,1.04,,0.14,,0.15,,1.87,
TR04-X-20,TR04,Sample location delocated to a 10km square (see metadata),600000,140000,605000,145000,4,4,,22.9,,0.21,,3.48,,1.79,,0.14,,1.86,,0.27,,2.49,,0.5,,3.28,,0.41,,3.17,,1.05,,0.15,,0.17,,1.87,
TR04-X-20,TR04,Sample location delocated to a 10km square (see metadata),600000,140000,605000,145000,5,4,,26.2,,0.34,,4.02,,2.91,,0.23,,2.8,,0.28,,3.71,,0.77,,5.27,,0.67,,4.07,,1.81,,0.14,,0.32,,3.55,
TR15-X-65,TR15,Sample location delocated to a 10km square (see metadata),610000,150000,615000,155000,4,4,,24.63,,0.29,,2.44,,2.6,,,NULL,2.84,,0.38,,3.69,,0.84,,4.33,,0.91,,4.45,,2.22,,0.23,,1.05,,3.08,
TR25-X-88,TR25,Sample location delocated to a 10km square (see metadata),620000,150000,625000,155000,3,4,,25.74,,0.31,,3.44,,2.34,,0.25,,2.61,,0.33,,3.12,,0.74,,4.34,,0.52,,4.37,,1.46,,0.21,,0.34,,2.85,
TR25-X-88,TR25,Sample location delocated to a 10km square (see metadata),620000,150000,625000,155000,4,4,,25.75,,0.49,,3.98,,3.24,,0.26,,3.6,,0.28,,3.9,,0.77,,5.53,,0.57,,4.96,,1.85,,0.45,,0.67,,2.69,
TR25-X-88,TR25,Sample location delocated to a 10km square (see metadata),620000,150000,625000,155000,1,4,,28.24,,0.32,,3.31,,2.34,,0.21,,3.55,,0.31,,3.49,,0.88,,4.53,,0.58,,5.2,,1.76,,0.36,,0.31,,2.68,
TR25-X-88,TR25,Sample location delocated to a 10km square (see metadata),620000,150000,625000,155000,5,4,,27.64,,0.29,,2.84,,2.21,,0.13,,2.46,,0.3,,3,,0.6,,3.72,,0.52,,3.89,,1.41,,0.25,,0.27,,2.54,
